Machine_ID,Temp_C,Vibration_mm_s,Pressure_Bar,Acoustic_dB,Inspection_Duration_min,Downtime_Cost_USD,Technician_Availability_pct,Failure_Prob,Maintenance_Priority
M002,91.4104663,2.437444914,5.309218155,63.87639004,62,4553,69,0.53,1
M004,83.089292,2.873481188,5.039396509,74.97819177,95,1800,93,0.52,2
M003,57.57175668,2.718075509,5.401402029,78.93823955,137,3632,97,0.44,2
M007,64.84786597,2.749901709,4.182005582,64.39044023,57,4093,59,0.47,1
M010,65.0765716,2.11630958,5.262402898,77.77846671,73,2115,81,0.45,2
M005,78.07064517,2.729403248,4.983479544,74.29113465,136,4167,87,0.5,1
M007,85.84527046,1.126000453,5.274485959,78.88557874,134,1485,70,0.49,2
M002,82.08421043,1.488577929,4.960107827,76.65989655,79,3358,89,0.47,2
M010,76.10889479,2.321224916,5.440433665,59.00091227,35,1680,99,0.44,2
M010,64.72097234,2.461788973,3.950063384,80.62002202,40,3705,65,0.49,2
M002,76.76511276,4.140533571,4.189440261,88.04284453,102,4848,62,0.61,1
M005,80.59359209,4.605677066,5.303628255,61.81401301,144,2930,52,0.6,2
M008,94.00935613,1.412927623,5.733581335,66.34102648,31,2122,51,0.52,2
M001,76.23230273,4.405941348,5.033259137,69.6180923,58,1570,89,0.56,2
M001,64.35965765,2.766986986,5.276849963,66.53438962,55,2065,53,0.48,2
M003,73.33616671,2.668706261,5.149327224,64.40842443,83,2351,60,0.5,2
M004,67.76563186,1.989665017,5.785065708,86.94098078,70,3940,98,0.46,2
M005,82.82493495,3.116436423,4.905303779,96.21474786,42,1859,66,0.6,2
M002,71.75226527,3.369935652,5.31438429,65.44028782,143,2970,76,0.5,2
M006,62.94858208,2.360707988,4.998639902,72.29823155,134,4247,70,0.46,1
M004,67.9269466,2.364890733,5.016800658,72.29049738,46,1111,77,0.47,2
M006,76.16869382,2.726591991,4.662207806,71.56759522,105,3058,70,0.51,2
M009,82.32140563,4.481080894,4.93341093,67.79535756,100,1626,91,0.57,2
M006,77.93393956,3.352345166,5.409401888,84.15916357,70,1465,68,0.57,2
M004,75.44259386,1.778212799,5.074293115,56.99157026,125,3990,94,0.42,2
M007,74.86450452,1.807268536,5.328799241,76.63428119,146,965,69,0.48,2
M001,77.57962162,1.644432764,4.729106299,68.67048652,127,2225,92,0.44,2
M006,70.11402418,2.612948032,4.201101924,64.70797428,73,1202,50,0.49,2
M010,72.01696505,1.52688464,4.986654392,70.35419892,37,3920,87,0.43,2
M006,79.3838258,4.512034131,4.9423397,70.12504991,38,4429,85,0.57,1
M007,71.23004841,3.80408846,4.011464513,56.60974782,44,3754,67,0.51,2
M003,72.82459251,1.799347346,5.238919602,62.75012161,144,1809,64,0.45,2
M001,84.56833731,1.482594979,5.657735523,68.740065,54,3011,80,0.47,2
M007,55.52113363,0.995124007,5.252050537,73.39089161,103,2280,79,0.37,3
M008,91.3811275,4.205642943,5.360764515,82.65315981,82,2558,98,0.61,2
M008,62.46875212,2.970514762,4.501022356,77.80451907,102,3058,83,0.48,2
M008,60.71969167,2.869620354,5.431685231,64.22456468,82,1497,89,0.44,2
M006,85.29221791,3.201875781,4.726170947,73.67101853,35,1712,81,0.55,2
M010,74.95175378,2.425044035,4.968025754,82.45708664,115,2261,88,0.5,2
M002,72.84501798,2.51909472,4.959560214,51.21821,43,2016,50,0.47,2
M002,76.85767492,2.245623224,5.633819688,78.26028792,44,4128,69,0.51,1
M008,93.65003234,2.131774725,5.569454377,68.37728885,137,2160,64,0.54,2
M003,70.04303257,1.07266641,4.567698929,65.5991372,100,1046,74,0.41,2
M010,86.43987919,1.896792104,5.261888606,57.87210927,132,1997,69,0.48,2
M007,79.60070606,2.9711058,6.049879199,75.60540425,62,2042,90,0.52,2
M009,77.08355296,2.965346174,5.554133411,76.14335885,124,1901,72,0.53,2
M003,55.75511839,1.488958235,4.505907038,69.40918935,136,1947,51,0.41,2
M008,78.89960586,2.089365308,5.227843514,61.30221967,137,828,90,0.45,2
M005,87.04068019,1.992616318,5.331549623,80.97208046,98,4544,62,0.54,1
M008,78.03444751,1.94033731,4.473759962,81.60611418,50,1598,60,0.51,2
M005,67.6724637,1.306289012,5.132599318,74.86449684,39,4145,59,0.45,1
M005,76.13400063,3.138450935,4.018779888,67.51954101,57,1113,77,0.51,2
M008,74.51034811,1.74109516,4.991246775,58.01508262,34,1292,69,0.44,2
M005,64.69985424,2.134901777,4.864381929,66.56276322,88,3400,99,0.41,2
M009,81.26076426,2.757130652,4.699425932,64.58270587,112,2733,91,0.49,2
M002,66.91858146,2.036677635,4.467621922,72.96654853,115,2384,74,0.45,2
M002,68.25779594,3.137353683,4.543667712,81.08651613,75,3637,52,0.54,2
M006,65.61822625,0.743638968,5.339910173,73.9167542,67,2380,90,0.38,3
M001,53.14289518,2.855977124,5.430131486,62.04522348,49,3549,76,0.42,2
M003,76.34185174,1.425846618,5.036808255,59.14174828,56,2843,85,0.42,2
M006,65.00687242,3.489074211,5.461392548,75.09125995,96,854,65,0.52,2
M009,71.06018637,1.482963331,4.88859215,56.8396574,121,2287,96,0.39,3
M010,70.37050935,1.706874655,5.332477729,73.87598328,81,2563,51,0.48,2
M010,78.97244609,3.443566882,4.990069476,78.07242388,37,4853,60,0.57,1
M009,72.75744841,1.940268088,5.083553502,69.02047254,141,2831,66,0.47,2
M007,86.99658676,0.837373678,4.92743119,59.92739409,123,2844,72,0.44,2
M005,74.15347458,3.189431571,5.578456845,54.06746008,122,1851,61,0.5,2
M006,78.1311883,1.323296485,4.798764654,76.33089007,118,2306,54,0.49,2
M002,71.73163707,2.263763869,4.775162463,60.38632131,60,2244,85,0.44,2
M010,73.6948492,3.502650913,3.803157924,66.63362917,37,2926,60,0.53,2
M006,69.06204678,0.685973652,5.476091872,68.57951887,89,4770,76,0.4,1
M005,85.47009175,3.115700729,4.335710171,75.74517341,105,4126,83,0.55,1
M003,78.25176797,2.705266894,4.863660984,69.44685441,39,3098,69,0.51,2
M005,74.8418029,3.873807827,4.765101653,63.90605243,107,695,67,0.54,2
M001,63.58235907,-0.343485292,5.972296997,70.99869502,125,899,85,0.33,3
M001,78.83611971,2.099264431,4.922692929,63.88080686,66,2025,56,0.49,2
M006,85.38239593,2.440947918,4.86325285,60.58525448,42,1939,91,0.48,2
M007,52.96839539,1.937909675,4.616085367,67.79449643,57,2454,54,0.42,2
M009,91.69228755,3.71971075,5.846199001,71.83976194,141,4526,53,0.61,1
M010,88.16958837,3.383046128,5.344491976,66.27327727,47,1068,70,0.56,2
M010,67.11059231,2.54828028,4.142772973,59.70380126,93,2418,71,0.45,2
M003,80.75369627,2.280249504,4.551216657,75.06803094,67,1474,95,0.49,2
M004,81.31056518,1.503182698,4.699016693,64.500257,115,3425,93,0.44,2
M002,74.24176378,2.509044208,4.647695633,75.33630279,75,748,59,0.51,2
M003,90.0103884,2.619243329,5.053657957,65.21425308,37,3827,53,0.55,2
M001,106.0486743,2.497833547,4.429354798,86.17749311,45,3955,76,0.61,2
M002,76.62669999,2.30135974,5.127823852,58.17983953,113,1954,94,0.44,2
M001,61.14414914,2.542482539,4.308532525,54.58688122,106,1528,71,0.42,2
M003,80.13835193,2.673676646,5.036181755,81.33573291,83,1158,89,0.52,2
M007,88.56078147,2.951610683,4.942431698,64.73991763,73,2396,99,0.51,2
M002,82.09533577,4.767180195,5.467837228,64.51912099,95,1717,88,0.58,2
M001,75.86367567,4.289313086,5.531971723,49.10429763,107,3234,90,0.51,2
M001,80.28748846,2.193430553,5.617674325,64.62623226,44,2175,93,0.46,2
M006,70.19622509,1.629608366,4.861432265,59.19825315,94,1499,87,0.41,2
M010,67.36851177,2.45633298,5.154379102,77.11640607,114,4017,96,0.46,1
M008,71.14939738,2.408825766,5.256774513,82.87392649,120,1381,74,0.5,2
M010,85.6223433,2.808085661,4.080394724,56.39174219,108,1547,82,0.5,2
M007,62.03498233,0.178369593,5.340592825,59.33317297,62,2718,57,0.35,3
M002,62.17060671,2.449717026,5.843151787,74.92562178,52,1965,85,0.45,2
M008,59.07197201,2.156023929,5.431455371,74.32844554,32,2622,56,0.46,2
M003,66.55720981,0.554931267,5.115764952,60.12750205,49,2570,75,0.37,3
M001,70.19797626,0.932670846,4.506033696,67.24453022,147,3179,82,0.4,3
M003,71.73296005,3.834350326,4.934846704,67.7179942,135,2289,92,0.51,2
M006,65.46395387,2.177248974,4.936608703,79.66809571,73,3678,93,0.45,2
M001,74.96492008,3.638734774,4.440004285,67.96887351,113,4964,54,0.55,1
M005,60.10999645,3.382648077,4.936211144,66.72423087,50,796,71,0.48,2
M008,73.4025336,2.216732491,4.569549446,69.25586177,133,3883,50,0.5,2
M009,75.72377586,1.86317355,4.920663247,86.18225961,34,4760,65,0.51,1
M004,83.52351357,2.445018857,5.057558035,51.46396483,50,579,72,0.48,2
M008,76.80583207,3.062344039,4.11893793,78.31052891,74,3848,97,0.51,2
M009,77.43307664,1.249931511,5.691990246,56.24384284,98,869,91,0.4,3
M002,81.23522103,1.587135682,5.549264311,50.45319004,125,3914,99,0.41,2
M006,64.68282988,2.636172883,5.404943908,72.60805521,92,991,93,0.45,2
M003,69.91282779,1.916436528,4.922196036,69.55848914,116,964,54,0.47,2
M007,70.73572975,1.380444274,5.06762327,53.77686311,122,2356,52,0.42,2
M006,87.44033948,3.746267343,4.985349428,82.29368314,112,3526,58,0.62,2
M009,71.50021873,1.281892028,4.345181563,55.69520436,51,1899,86,0.39,3
M003,77.97921065,2.139590014,4.309585819,83.78416788,143,4757,61,0.53,1
M005,69.26110518,1.682598189,5.400757159,68.38801978,61,908,96,0.42,2
M003,87.47811198,3.378195464,5.496461272,87.78232747,106,3563,50,0.62,2
M002,76.41835167,2.276932965,5.390568738,74.55398171,96,2681,84,0.49,2
M008,77.71873163,2.880198369,5.040153229,77.8649016,54,4550,94,0.51,1
M007,74.03726692,2.481507412,4.361232089,79.90321529,85,3860,63,0.52,2
M002,71.74637122,2.632337827,5.207316448,67.32482327,79,3472,94,0.46,2
M009,88.37831021,3.202692385,4.853957762,69.37146503,81,2791,89,0.54,2
M004,82.45404197,3.36243341,4.422455455,69.10188826,123,726,68,0.55,2
M008,81.34540288,4.929282643,5.134309355,59.33283374,75,2442,72,0.59,2
M001,72.37216611,3.849126348,4.380718405,75.51159774,34,3165,70,0.55,2
M005,79.6911671,4.636559129,5.353813165,66.2443054,146,3096,88,0.57,2
M007,69.18162168,3.728839295,4.86488584,72.78485081,76,4742,93,0.51,1
M003,73.59165637,2.242539815,5.385320613,81.42477645,59,3470,51,0.52,2
M006,61.74923529,2.610682406,5.013163917,88.57928561,134,4707,63,0.5,1
M008,71.56311652,1.941005272,5.776520538,64.44303323,113,4150,61,0.46,1
M009,60.36594042,3.923962272,4.262104551,94.42332808,99,3862,91,0.54,2
M003,83.20482438,2.040269269,5.055016545,64.23142905,80,760,74,0.49,2
M006,67.59953082,3.233989227,4.373304414,86.16465458,123,2516,89,0.52,2
M004,73.51472448,2.538591863,6.291903424,70.45920492,118,2176,64,0.5,2
M003,78.46177746,1.277979128,4.876814071,60.46960842,117,684,79,0.43,2
M010,88.66990433,3.765366093,5.352327043,67.71396904,63,1625,63,0.59,2
M008,64.50993077,2.301523485,5.658641404,75.99650467,121,4004,67,0.47,1
M002,88.14402425,2.804636296,5.315479539,63.11407347,50,1315,59,0.54,2
M007,58.10941551,3.889163048,5.520877115,87.25526579,93,3679,62,0.54,2
M001,69.97896996,2.303477881,4.547847093,83.79309336,43,2162,74,0.5,2
M008,79.36713967,4.26355744,4.881359409,77.17765409,134,4874,50,0.61,1
M010,82.5585496,3.072821006,5.157622463,63.85881593,147,4492,97,0.5,1
M010,66.1889285,2.813537967,5.092282176,79.48417934,58,3323,86,0.48,2
M009,78.1933319,4.447816787,4.708846436,65.54950306,127,3245,50,0.59,2
M003,82.69531469,0.858746798,4.691271849,70.35522431,115,1246,52,0.47,2
M001,90.8637388,2.40061967,4.605692651,74.20584047,44,1611,57,0.56,2
M010,70.02501342,2.061740883,3.664877001,53.62719261,145,4552,98,0.4,1
M007,65.51278177,2.542932245,6.105445496,92.24886381,48,3692,83,0.5,2
M008,74.33609596,0.290648394,4.954535914,78.24230026,136,1263,83,0.41,2
M010,63.31103734,3.791403548,5.131964077,60.21337167,144,592,79,0.48,2
M006,93.96494383,3.808315831,4.738050086,77.90126213,72,4973,56,0.63,1
M001,83.13073632,3.067757077,4.67146854,80.13237887,125,1801,87,0.55,2
M005,70.95782988,3.739012992,4.942991942,55.22719293,41,806,72,0.5,2
M001,59.51220177,4.126142799,5.227181854,64.50928912,126,1451,99,0.47,2
M005,79.65045461,3.590723586,4.821446404,70.26572283,119,2317,64,0.56,2
M008,49.06853816,2.1285285,4.679013169,71.57151871,58,558,93,0.38,3
M002,101.7351097,3.095787802,5.75481198,69.49870634,82,3061,75,0.59,2
M009,67.67315809,2.948689768,4.704441631,70.20425519,40,933,85,0.48,2
M010,91.39488659,3.082167044,5.977148619,72.68100034,140,3842,57,0.59,2
M001,78.88720123,2.464210314,5.380845168,75.60769349,55,837,53,0.53,2
M002,75.34852876,4.128345959,5.46701688,63.78651037,33,1461,91,0.53,2
M007,64.53522057,1.282603881,5.651716721,67.3328999,127,1179,90,0.39,3
M010,83.53724672,1.576213564,4.638210038,69.2641581,57,2638,65,0.49,2
M006,79.43613923,2.81988614,5.251145613,66.19995761,51,3386,81,0.5,2
M010,75.27721688,3.997776541,5.339229577,69.94102901,117,533,99,0.53,2
M002,66.77378585,1.268531251,4.542051303,60.61912481,109,4898,64,0.41,1
M007,68.01049561,1.505723288,4.692639271,88.20898676,100,1546,93,0.45,2
M009,84.06857695,1.779770912,4.83824539,63.19130624,104,4200,53,0.5,1
M001,82.61803778,0.59554776,4.345183318,85.99034624,50,2410,99,0.44,2
M009,61.55314575,3.477568032,5.280007574,75.51953148,132,1987,52,0.52,2
M007,86.64434646,3.320759304,4.061387947,97.68692048,54,2404,88,0.6,2
M003,74.49147479,2.675494968,4.492538654,79.57408927,132,4000,65,0.52,2
M004,65.59851086,3.364154213,4.083245228,56.23384906,119,2443,75,0.47,2
M007,61.72284104,0.694442739,4.916761307,60.69817531,100,4127,99,0.34,1
M007,66.63372071,2.653022594,4.506698818,81.85019638,50,4611,51,0.52,1
M008,86.52332609,2.148175828,5.605862149,62.43527102,92,2701,75,0.5,2
M003,69.13451911,1.154515164,4.494689415,63.66850996,67,1021,96,0.38,3
M003,90.09725798,3.999034405,4.577941691,60.96979417,88,2163,83,0.57,2
M003,90.82787254,1.596573584,5.123656491,76.83897764,92,1751,93,0.5,2
M003,87.6967884,2.677916807,5.380732882,62.38569833,97,3384,53,0.54,2
M010,71.06242684,2.538506982,5.588618301,64.49017611,48,2208,79,0.46,2
M004,89.798861,2.12594035,4.719258488,76.99573503,110,1885,55,0.55,2
M005,92.0854637,3.239305841,5.723505333,67.63807783,146,975,55,0.59,2
M010,87.73640332,3.421414181,6.239925767,70.32654603,73,2264,83,0.56,2
M010,70.05296631,1.885763381,6.166878267,76.48003185,109,1142,79,0.46,2
M006,79.6413466,3.846665823,5.03234722,66.71854155,44,2679,70,0.56,2
M008,62.22779534,0.835390265,5.613575837,71.26131516,51,4830,81,0.38,1
M004,87.65197252,2.474991294,5.184516166,61.01857122,78,4986,84,0.5,1
M001,98.47047483,3.151161461,4.7921559,66.43913376,52,2349,67,0.59,2
M006,73.28750825,2.755053349,4.920217359,69.46108006,101,4777,77,0.49,1
M004,61.78993504,3.416083224,4.89726749,71.3674961,105,3309,80,0.48,2
M010,81.30815849,1.498641501,5.517942331,63.83346878,149,2722,65,0.47,2
M008,68.80763535,2.2022026,4.475436754,83.91153985,102,2842,64,0.5,2
M004,69.29854121,0.53729242,6.029300873,67.86173182,144,2540,53,0.41,2
M004,85.47912969,2.325603682,5.981398122,83.97223352,140,1379,62,0.56,2
M001,78.67232299,2.215233022,6.199249303,68.54540949,58,2530,91,0.47,2
M010,59.61964292,3.541852144,4.819656265,59.05234136,44,4607,88,0.45,1
M009,67.27630216,1.875363357,5.52573166,77.60144848,147,955,77,0.46,2
M002,58.76042791,2.039982839,4.258504066,71.11040151,107,3077,67,0.43,2
M010,76.14710618,2.126218395,5.307587219,60.40185994,71,2245,64,0.47,2
M008,85.73052159,2.625699822,5.366726442,81.59613588,107,1940,87,0.54,2
M003,74.0311417,1.047204104,4.90866898,62.01147699,67,913,50,0.44,2
M002,66.37647627,2.726459031,5.312649096,62.25475391,122,4242,80,0.45,1
M008,73.84827072,2.978202262,5.060059442,71.28218729,140,4943,93,0.49,1
M005,90.30732393,3.311143259,5.087187693,81.60659889,65,2067,78,0.59,2
M008,93.4680604,2.316808654,4.899602502,88.205151,137,4530,99,0.55,1
M009,82.8631271,1.932495066,4.670778417,67.50072063,107,2573,77,0.48,2
M002,79.89940583,2.230997224,5.162344291,86.07046683,137,4731,65,0.54,1
M009,86.58110848,2.320393502,4.670574375,60.99161573,45,3960,56,0.52,2
M003,97.18739677,2.420938016,5.595934253,76.66927661,125,2594,60,0.58,2
M004,79.12218402,2.613624457,4.539025236,86.37652508,74,3967,61,0.55,2
M005,60.46834854,2.686487954,5.335174351,84.3966898,35,2561,73,0.48,2
M002,74.02276947,1.042392321,5.035552785,77.0494725,67,3539,54,0.46,2
M005,71.6402049,1.099080672,5.649365054,71.12422455,133,4263,85,0.42,1
M008,77.49198543,1.421462927,4.795157905,61.02159371,73,714,51,0.46,2
M001,79.69998261,1.630019808,4.976074243,74.76366156,66,1784,93,0.46,2
M004,85.585043,0.072796742,5.176711262,76.44662595,61,1291,95,0.42,2
M003,59.39109097,3.34150468,5.295884412,70.34371761,126,4627,80,0.47,1
M006,81.74401241,2.934632365,5.592207731,61.77248724,38,3298,72,0.51,2
M005,76.55427331,2.733747176,5.597080091,70.84639779,55,1055,99,0.48,2
M001,87.91946697,4.271388974,5.031329683,72.42992028,92,2818,50,0.63,2
M010,79.61512405,3.176647939,5.598896261,78.56366287,126,3288,73,0.55,2
M001,81.6248106,2.561227608,5.653639299,58.75973815,133,4082,54,0.51,1
M002,84.31009464,2.532401441,4.739747546,56.637905,66,570,76,0.49,2
M003,88.38115216,3.564114183,5.737580674,78.35829238,132,4087,75,0.59,1
M005,72.33762468,0.619556945,4.550616388,50.74541782,112,3844,74,0.37,3
M001,82.58106199,1.332499641,4.961209604,88.78846709,62,2966,86,0.49,2
M003,60.04121802,2.055844642,5.015462709,81.466823,51,2046,89,0.44,2
M001,85.12067865,2.357992387,5.315487245,81.11664755,114,3030,89,0.52,2
M001,76.13134238,2.080838058,5.404859133,79.96701374,118,4716,93,0.48,1
M001,62.27175388,1.243238655,4.591358125,53.5936556,125,2095,95,0.35,3
M008,73.93348709,0.568623139,4.96201446,65.45029687,78,2355,86,0.39,3
M004,74.81650979,2.933880851,5.761148782,76.2093699,112,1954,95,0.5,2
M005,76.33093735,1.67910886,4.562246077,52.01121341,103,4491,64,0.44,1
M001,82.34260917,1.85094628,5.376162447,55.29339043,31,2550,89,0.44,2
M002,75.83080514,0.477538415,5.424601155,57.2626172,69,1139,83,0.38,3
M002,84.3725809,2.175167626,4.961805182,85.6320146,64,3780,90,0.52,2
M002,75.02782371,1.602953569,5.446124858,83.68497701,90,3017,95,0.46,2
M009,74.90913425,1.666199998,4.77598307,59.65185068,147,1594,77,0.43,2
M005,64.30749406,3.177639688,4.517290245,69.68228827,130,2837,68,0.49,2
M007,91.5698847,3.237291317,3.624493322,85.11080195,115,4425,80,0.59,1
M003,62.16822572,3.584726142,4.971208992,60.39479282,122,2863,51,0.5,2
M006,67.8271205,1.598218413,5.619181416,72.57138466,58,3662,80,0.43,2
M009,89.35247026,2.71494017,5.456546015,77.61497981,101,1920,90,0.54,2
M002,84.4893999,1.699019207,5.306529588,87.40264434,71,2929,86,0.51,2
M004,69.54554001,1.408870963,4.89119091,78.96077589,97,1447,61,0.46,2
M006,73.00060151,2.395875846,4.993709309,61.88934848,120,4710,62,0.48,1
M006,61.91951478,1.408024525,4.514619668,60.93183953,87,4570,81,0.38,1
M008,77.32128512,3.59670643,4.085222477,63.7363469,135,2386,93,0.51,2
M010,67.96728477,2.26083362,5.471001458,65.69961995,60,4128,91,0.43,1
M005,62.7932995,3.587356826,4.753856005,65.4500058,67,2377,80,0.48,2
M008,76.66265646,2.142093935,5.280358641,68.53862304,74,3695,93,0.46,2
M009,93.82361859,3.017421799,4.492681813,79.78760882,83,3242,68,0.59,2
M003,73.84377885,2.718992523,5.820364471,71.62860084,121,1991,54,0.52,2
M001,76.89711729,1.238581008,4.838556798,77.73901796,131,611,58,0.48,2
M004,86.61923602,1.142177538,4.558770476,62.87928203,129,1762,57,0.47,2
M009,60.46573503,4.265709266,3.850944206,78.74744083,138,1166,90,0.52,2
M003,69.42718876,1.210234418,5.533708477,75.22817538,145,3836,72,0.44,2
M005,76.73916084,3.868129808,4.109771424,73.46113787,107,1938,62,0.57,2
M001,69.76455619,0.508677953,4.712079064,83.66974646,79,2156,60,0.44,2
M002,84.01610915,3.007341022,5.297249903,76.17836783,149,952,93,0.53,2
M003,60.60435947,2.465885097,5.506219218,69.47760913,57,1831,68,0.45,2
M003,54.26579111,1.56532129,4.622147507,67.83016739,107,3303,97,0.36,3
M002,71.23823397,2.44929078,5.228234876,83.24828422,143,3064,76,0.5,2
M007,69.17363126,2.72650865,5.337364273,49.08143578,120,4274,59,0.46,1
M004,66.57380079,3.531867983,5.512693282,69.65573507,35,1580,99,0.48,2
M006,80.28303035,1.406563418,5.423368789,58.47577421,129,3406,55,0.46,2
M001,75.58401472,1.91176354,4.294216922,90.15726226,82,3880,86,0.5,2
M007,94.65327508,1.872116786,4.740659709,73.42963532,32,776,95,0.51,2
M006,62.06464256,1.404566543,4.764848429,73.02076849,137,1575,63,0.43,2
M003,82.73107207,0.847632984,4.726185061,68.2533106,94,3930,95,0.42,2
M006,81.18663937,3.545134548,4.543852518,72.29763887,141,2688,77,0.55,2
M010,68.98416319,4.107640921,5.217542199,64.32110704,147,4270,81,0.52,1
M009,89.97368971,3.287901402,4.911094008,51.50958804,103,1685,91,0.51,2
M008,78.71212868,3.060237039,5.030663585,63.62298706,146,1169,70,0.52,2
M003,83.06564177,1.97961788,4.808477918,76.0439257,114,4453,64,0.52,1
M008,85.77953895,3.046073513,4.18760932,84.77993967,66,4494,58,0.59,1
M005,73.85712044,1.53421498,5.102507386,57.22151683,43,3877,64,0.43,2
M010,77.13645882,0.825814301,4.930988362,41.13277196,73,2915,51,0.4,3
M006,53.00389281,3.028517884,4.729157199,60.16736923,67,1717,77,0.42,2
M004,83.39184868,3.257662873,4.701119834,57.50333552,80,1330,63,0.53,2
M005,65.97913734,2.098012442,5.071896875,72.07472904,124,946,65,0.46,2
M006,85.56655284,1.767531543,5.364117915,71.59542327,49,4927,81,0.49,1
M008,59.18742429,2.706646438,4.720895734,64.23757797,81,2043,74,0.44,2
M009,83.37507872,1.25447941,5.084815853,62.56771061,81,606,76,0.45,2
M001,79.28812315,3.164714086,4.632713307,73.38066912,64,1724,52,0.56,2
M009,76.12787863,3.782648641,4.931168085,91.14175218,107,606,51,0.61,2
M004,74.50623096,1.830995377,4.805067188,69.54725193,47,4027,54,0.48,1
M008,84.4231221,2.112100791,5.070146705,64.25126308,146,4243,57,0.51,1
M004,73.63552537,3.0549402,4.803631319,81.40123582,125,2748,64,0.54,2
M001,70.93797761,3.351069214,5.027175739,44.29013857,102,3337,95,0.44,2
M007,62.69224454,1.67987828,5.547529433,80.0156228,62,1183,55,0.46,2
M001,63.89347804,3.950480785,4.820195148,73.46637728,56,3571,64,0.53,2
M006,71.21707116,1.790621292,4.853130957,70.05253113,53,4870,94,0.43,1
M008,67.02040522,2.19519591,4.642076729,71.89516196,55,779,89,0.44,2
M007,77.2962793,3.575393446,4.508103041,66.49273517,122,3595,87,0.52,2
M010,72.12893307,2.082161676,4.501863952,72.30582308,109,2663,70,0.47,2
M008,66.33773052,2.574755323,5.427772192,75.63178698,132,1809,79,0.47,2
M005,75.60608836,1.441389409,5.58115426,58.3888761,76,3072,64,0.44,2
M010,74.24182604,3.46195662,4.875412081,66.3790395,39,563,71,0.52,2
M009,62.3196445,2.358777464,4.833352557,80.29225829,133,3907,52,0.49,2
M002,63.42680013,0.881194691,5.168843499,55.63710302,142,862,81,0.36,3
M005,90.65171933,2.171517029,4.761085811,74.26775924,96,1997,78,0.53,2
M004,70.18926443,2.868161695,4.658580269,80.14756624,75,1431,71,0.51,2
M010,72.28087999,2.726228821,5.656386559,67.15913347,30,1000,60,0.5,2
M005,72.88663914,3.9939382,5.002249774,52.86357031,96,3720,95,0.49,2
M004,70.2299762,3.323309452,5.437761804,74.2026721,96,1383,59,0.53,2
M004,60.81291462,2.688846357,5.47967868,89.21826389,91,514,89,0.48,2
M006,70.32565656,2.46961451,4.95391125,51.96032101,129,4866,97,0.42,1
M006,82.83718782,2.625983954,5.395573356,73.40538057,96,2031,73,0.53,2
M008,79.75366034,2.698996514,5.845200254,78.57685468,53,4506,72,0.53,1
M010,87.5221291,2.125035922,4.695827353,76.6463883,63,3392,56,0.54,2
M009,65.71730549,3.29414006,4.771947132,62.60907384,141,1851,83,0.47,2
M001,91.40503393,2.500421259,4.871929703,59.99607431,122,3864,82,0.51,2
M002,59.48469453,2.177435216,4.288214679,91.17193773,124,3791,98,0.45,2
M010,63.10054947,2.614346891,4.188533499,60.00880361,31,2243,77,0.44,2
M003,66.40659716,2.189633622,5.531166831,71.35229211,132,3213,60,0.47,2
M004,75.81062871,3.848147849,5.015402349,88.01813945,131,3341,69,0.59,2
M005,85.93068587,2.732594908,5.803273693,61.32165266,96,1845,91,0.5,2
M001,70.18226737,1.212480974,5.933518554,95.57730919,109,1044,83,0.47,2
M002,69.13942898,2.43926859,5.14527213,78.78723413,104,1760,73,0.49,2
M008,75.45592164,2.14519265,4.879886067,50.52760975,121,3924,76,0.44,2
M007,85.27704407,2.487987927,5.248290835,79.01525506,80,4331,87,0.53,1
M004,68.52311974,2.46502025,5.040125495,53.47260857,37,2293,83,0.43,2
M010,59.62152674,1.101480352,4.664428197,68.85353486,137,3530,87,0.37,3
M001,66.87595001,2.25879725,5.287530384,68.94947124,137,3691,80,0.45,2
M002,75.29046772,2.764297822,5.234287535,85.32499775,65,2061,90,0.52,2
M005,72.7987632,1.554747342,5.09499543,73.84195492,34,4635,80,0.45,1
M002,78.06937707,1.517759921,4.98859062,81.76230564,141,3755,72,0.49,2
M006,72.37826297,3.244898449,5.059367044,74.9200691,42,940,68,0.53,2
M005,73.92674004,2.291071513,5.32522998,50.01759385,65,1092,58,0.46,2
M008,74.73205653,4.219846211,5.308620227,76.71829638,77,4763,62,0.58,1
M001,91.71520235,0.781249107,5.554228328,58.61919039,124,2780,67,0.46,2
M003,48.90158207,3.356059223,4.496513364,83.63967874,53,1742,90,0.46,2
M009,65.09973764,2.854617568,5.590679612,68.16028399,91,4710,78,0.47,1
M010,77.8591866,3.301830983,4.551513848,62.28858643,34,2955,81,0.51,2
M010,88.4882942,2.991202939,5.873195819,71.23220241,121,2259,74,0.55,2
M003,73.49580146,2.02530223,5.687399457,63.19830598,122,2974,93,0.43,2
M001,79.47359302,1.526768225,4.269865993,75.04633621,146,4789,79,0.47,1
M002,69.72878615,1.297583798,4.725702282,79.311388,41,598,76,0.44,2
M001,68.65656894,1.572487806,4.835079712,69.58852835,113,3396,86,0.42,2
M003,66.70962542,2.929624941,4.65025761,72.80042261,42,2357,61,0.5,2
M009,65.65648391,3.247702115,4.392791163,80.1365983,125,766,95,0.49,2
M003,86.42385144,1.531070652,4.963347421,74.99048835,79,4328,80,0.49,1
M003,76.81839037,3.033746104,5.421353009,72.49661179,131,4015,56,0.54,1
